		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001000011   32   27   17   22   30   23   17   27  9.315566 0.316379 SUCCESS  30
001000101   24   23   17   33   23   29   32   25  8.986562 0.343431 SUCCESS  31
001000111   26   28   23   26   24   14   26   13 11.050615 0.198848 SUCCESS  32
001001011   28   19   31   17   27   25   22   23  6.578279 0.582739 SUCCESS  33
001001101   32   29   29   28   20   22   19   29  7.986972 0.434744 SUCCESS  34
001001111   16   27   22   28   22   26   30   31  7.596404 0.473853 SUCCESS  35
001010011   25   27   36   23   22   20   28   30  9.029591 0.339806 SUCCESS  36
001010101   15   29   26   28   23   31   21   23  7.798970 0.453350 SUCCESS  37
001010111   22   20   30   19   23   23   18   23  5.610465 0.690773 SUCCESS  38
001011011   17   16   26   25   25   25   24   24  5.475421 0.705762 SUCCESS  39
001011101   22   23   23   18   20   18   29   22  5.838848 0.665278 SUCCESS  40
001011111   18   35   25   27   21   17   26   18 11.449789 0.177492 SUCCESS  41
001100101   34   23   30   28   20   16   29   21 11.061869 0.198218 SUCCESS  42
001100111   27   20   19   29   25   27   26   19  4.883611 0.769940 SUCCESS  43
001101011   29   34   24   18   30   29   24   37 15.505077 0.050037 SUCCESS  44
001101101   28   20   21   22   27   22   29   28  4.079306 0.849898 SUCCESS  45
001101111   27   32   27   22   27   29   20   24  5.275503 0.727765 SUCCESS  46
001110101   35   30   30   27   27   20   28   24  9.369848 0.312063 SUCCESS  47
001110111   16   20   18   23   27   26   32   12 14.981451 0.059507 SUCCESS  48
001111011   21   24   25   24   29   26   19   25  2.773882 0.947737 SUCCESS  49
001111101   29   20   20   30   18   32   18   29 10.679906 0.220504 SUCCESS  50
001111111   27   19   30   29   27   28   24   31  6.437278 0.598373 SUCCESS  51
010000011   19   19   28   23   21   26   26   23  3.891303 0.866795 SUCCESS  52
010000111   22   14   21   28   31   24   18   29 10.348254 0.241429 SUCCESS  53
010001011   25   28   24   33   21   25   29   20  5.927553 0.655347 SUCCESS  54
010001111   23   28   21   26   21   21   25   16  5.212615 0.734629 SUCCESS  55
010010011   19   28   26   28   23   29   32   29  6.767606 0.561901 SUCCESS  56
010010111   23   23   23   24   30   20   19   25  3.654315 0.886889 SUCCESS  57
010011011   31   21   30   22   22   23   21   25  4.739962 0.784973 SUCCESS  58
010011111   23   23   30   24   16   27   27   31  6.909931 0.546381 SUCCESS  59
010100011   24   22   14   22   18   34   25   27 11.017516 0.200709 SUCCESS  60
010100111   29   27   30   25   26   23   24   33  5.861355 0.662759 SUCCESS  61
010101011   13   21   25   23   23   26   24   33  9.424793 0.307737 SUCCESS  62
010101111   31   14   26   17   25   31   19   26 12.060134 0.148541 SUCCESS  63
010110011   33   17   24   29   28   31   22   26  9.105718 0.333456 SUCCESS  64
010110111   24   28   24   18   23   31   20   29  5.943441 0.653567 SUCCESS  65
010111011   17   24   27   27   20   18   17   22  8.016100 0.431899 SUCCESS  66
010111111   21   26   19   22   23   27   27   20  3.552370 0.895087 SUCCESS  67
011000111   13   25   26   25   25   27   19   20  8.000212 0.433449 SUCCESS  68
011001111   24   26   23   34   26   27   31   20  7.165456 0.518891 SUCCESS  69
011010111   27   21   31   22   24   17   18   28  7.475924 0.486259 SUCCESS  70
011011111   22   30   25   27   30   26   23   25  3.411368 0.905958 SUCCESS  71
011101111   11   21   20   24   26   23   25   18 10.862613 0.209606 SUCCESS  72
011111111   24   21   18   29   31   28   29   24  6.427348 0.599477 SUCCESS  73
100000000   25   25   23   22   29   23   26   17  3.764865 0.877691 SUCCESS  74
100010000   26   37   16   16   25   23   26   23 13.102752 0.108363 SUCCESS  75
100100000   22   21   40   23   30   27   28   15 17.036236 0.029734 SUCCESS  76
100101000   27   23   19   28   23   27   30   24  3.859528 0.869570 SUCCESS  77
100110000   20   26   24   22   26   23   21   23  1.942435 0.982726 SUCCESS  78
100111000   24   27   25   18   35   30   29   22  9.275185 0.319616 SUCCESS  79
101000000   27   32   20   26   31   27   27   23  6.165866 0.628658 SUCCESS  80
101000100   32   28   23   18   23   25   33   21  8.537078 0.382837 SUCCESS  81
101001000   33   18   20   28   20   20   22   26  8.229919 0.411339 SUCCESS  82
101001100   24   34   29   31   19   20   33   26 11.953555 0.153288 SUCCESS  83
101010000   26   27   17   34   29   19   34   22 12.901510 0.115284 SUCCESS  84
101010100   22   35   25   30   30   27   25   23  8.064424 0.427202 SUCCESS  85
101011000   27   28   25   22   19   30   24   28  4.215674 0.837159 SUCCESS  86
101011100   30   29   21   20   27   21   26   26  4.528790 0.806546 SUCCESS  87
101100000   30   22   15   14   28   22   32   24 13.144457 0.106975 SUCCESS  88
101100100   25   33   32   30   19   22   24   19  9.647218 0.290665 SUCCESS  89
101101000   19   24   25   24   26   22   28   25  2.180748 0.974963 SUCCESS  90
101101100   20   25   22   18   26   19   28   24  4.712820 0.787783 SUCCESS  91
101110000   22   28   22   17   26   31   17   21  8.119368 0.421898 SUCCESS  92
101110100   30   23   26   22   26   23   31   27  4.089235 0.848984 SUCCESS  93
101111000   20   14   14   18   27   21   14   21 17.562510 0.024757 SUCCESS  94
101111100   20   32   33   26   25   21   26   24  7.131033 0.522564 SUCCESS  95
110000000   27   29   26   28   20   25   29   20  4.393746 0.819967 SUCCESS  96
110000010   17   20   24   21   27   23   22   24  4.254730 0.833441 SUCCESS  97
110000100   26   20   33   22   29   34   16   30 13.427122 0.097974 SUCCESS  98
110001000   15   28   24   31   27   16   24   26  9.535343 0.299164 SUCCESS  99
110001010   23   24   26   31   22   35   20   21  8.359005 0.399210 SUCCESS 100
110010000   14   21   35   22   33   26   21   22 14.052031 0.080419 SUCCESS 101
110010010   27   36   33   24   20   26   25   25 10.089420 0.258806 SUCCESS 102
110010100   29   20   29   36   15   23   27   24 12.434815 0.132832 SUCCESS 103
110011000   19   17   21   26   33   20   17   18 12.159431 0.144231 SUCCESS 104
110011010   21   24   24   22   27   30   18   20  4.916710 0.766440 SUCCESS 105
110100000   23   24   17   20   25   21   19   23  5.050430 0.752173 SUCCESS 106
110100010   24   30   23   18   21   24   33   28  7.333598 0.501104 SUCCESS 107
110100100   24   18   27   29   24   26   19   30  5.604507 0.691436 SUCCESS 108
110101000   31   19   19   30   21   30   33   24 10.605103 0.225094 SUCCESS 109
110101010   20   27   24   25   30   22   28   33  6.385643 0.604118 SUCCESS 110
110101100   26   26   21   22   19   35   27   23  7.316387 0.502913 SUCCESS 111
110110000   24   22   20   18   29   19   25   34  8.857476 0.354462 SUCCESS 112
110110010   20   30   30   25   22   22   19   20  6.035456 0.643260 SUCCESS 113
110110100   22   24   23   27   25   24   30   30  3.300817 0.914087 SUCCESS 114
110111000   18   21   23   26   19   29   26   23  4.738638 0.785111 SUCCESS 115
110111010   33   30   20   28   26   26   22   27  6.580927 0.582446 SUCCESS 116
110111100   23   16   20   20   27   23   19   22  6.558420 0.584935 SUCCESS 117
111000000   24   36   26   24   24   30   26   30  8.598642 0.377276 SUCCESS 118
111000010   23   17   33   26   29   27   14   29 12.307053 0.138021 SUCCESS 119
111000100   17   21   25   28   25   27   26   25  3.799288 0.874763 SUCCESS 120
111000110   19   29   20   23   16   25   30   23  7.450107 0.488937 SUCCESS 121
111001000   17   26   30   25   36   21   24   25  9.986151 0.265999 SUCCESS 122
111001010   24   26   31   29   18   20   22   26  5.765368 0.673495 SUCCESS 123
111001100   29   15   22   25   31   24   14   26 11.441183 0.177932 SUCCESS 124
111010000   22   19   18   22   31   15   24   27  9.338735 0.314531 SUCCESS 125
111010010   27   20   34   27   14   20   19   23 12.017105 0.150442 SUCCESS 126
111010100   33   26   17   34   25   23   25   29 10.478664 0.233023 SUCCESS 127
111010110   23   27   25   23   21   34   25   20  5.697846 0.681035 SUCCESS 128
111011000   19   17   16   27   24   15   33   27 13.999073 0.081790 SUCCESS 129
111011010   23   30   19   28   18   28   28   23  6.112908 0.634586 SUCCESS 130
111011100   20   23   26   29   21   27   25   20  3.519271 0.897689 SUCCESS 131
111100000   22   28   32   29   21   27   14   26  9.604189 0.293912 SUCCESS 132
111100010   23   19   26   27   19   31   19   20  6.848367 0.553078 SUCCESS 133
111100100   24   29   24   24   26   24   24   22  1.283103 0.995751 SUCCESS 134
111100110   24   23   20   27   28   28   24   20  3.121421 0.926508 SUCCESS 135
111101000   18   22   24   28   29   22   29   25  4.587706 0.800596 SUCCESS 136
111101010   36   25   21   23   33   28   24   34 13.886536 0.084771 SUCCESS 137
111101100   24   23   25   29   27   24   28   26  1.953689 0.982399 SUCCESS 138
111101110   28   25   19   30   24   26   24   27  3.537806 0.896236 SUCCESS 139
111110000   19   30   32   31   22   22   19   28  9.130212 0.331431 SUCCESS 140
111110010   18   28   18   28   26   18   25   24  6.433306 0.598814 SUCCESS 141
111110100   19   26   19   34   25   25   26   21  7.112497 0.524545 SUCCESS 142
111110110   23   31   22   24   27   22   27   27  3.283606 0.915320 SUCCESS 143
111111000   20   22   31   28   17   22   21   25  6.526645 0.588454 SUCCESS 144
111111010   24   26   14   24   25   34   26   24  8.739643 0.364733 SUCCESS 145
111111100   22   27   25   31   23   26   27   26  2.979095 0.935663 SUCCESS 146
111111110   24   21   18   29   31   28   29   24  6.427348 0.599477 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   15   22   23   34   21   31   24   28 10.866585 0.209374 SUCCESS   0
000000011   21   30   23   32   21   29   33   32 11.318717 0.184286 SUCCESS   1
000000101   16   18   33   34   18   30   32   30 18.604466 0.017124 SUCCESS   2
000000111   23   27   23   19   16   23   20   22  5.821637 0.667203 SUCCESS   3
000001001   25   23   30   26   32   27   19   23  5.588620 0.693203 SUCCESS   4
000001011   12   22   26   20   13   32   27   35 20.685731 0.008031 FAILURE   5
000001101   37   32   26   22   33   27   27   34 17.142153 0.028662 SUCCESS   6
000001111   28   22   23   24   21   25   24   17  3.713231 0.882026 SUCCESS   7
000010001   24   21   31   23   26   16   31   19  8.603276 0.376860 SUCCESS   8
000010011   24   22   24   23   30   30   27   17  5.604507 0.691436 SUCCESS   9
000010101   25   18   28   26   25   17   22   24  4.992838 0.758341 SUCCESS  10
000010111   16   26   19   25   12   26   23   30 12.380532 0.135016 SUCCESS  11
000011001   21   25   29   31   21   24   28   25  4.309013 0.828223 SUCCESS  12
000011011   33   36   27   18   33   25   30   31 17.183858 0.028251 SUCCESS  13
000011101   21   23   22   28   22   24   22   29  2.756670 0.948688 SUCCESS  14
000011111   23   21   29   21   27   18   26   26  4.197138 0.838913 SUCCESS  15
000100011   31   25   21   27   26   26   25   23  2.953278 0.937255 SUCCESS  16
000100101   21   17   31   24   23   18   26   18  8.321934 0.402671 SUCCESS  17
000100111   23   32   20   29   30   29   30   17 10.122519 0.256532 SUCCESS  18
000101001   21   17   26   29   22   23   30   20  6.289656 0.614821 SUCCESS  19
000101011   25   24   24   20   23   22   17   23  3.576863 0.893143 SUCCESS  20
000101101   21   30   22   24   27   26   20   25  3.299493 0.914182 SUCCESS  21
000101111   19   25   18   20   22   25   16   29  7.948578 0.438509 SUCCESS  22
000110011   20   21   28   25   24   20   28   21  3.739048 0.879867 SUCCESS  23
000110101   27   26   25   19   19   22   26   23  3.315381 0.913036 SUCCESS  24
000110111   37   32   25   22   35   26   27   29 15.489189 0.050303 SUCCESS  25
000111001   21   23   24   29   22   27   24   23  2.096014 0.977926 SUCCESS  26
000111011   18   25   15   25   20   31   27   25  8.475514 0.388450 SUCCESS  27
000111101   29   21   22   26   27   16   21   28  6.052667 0.641332 SUCCESS  28
000111111   22   30   27   15   32   27   26   23  8.528472 0.383619 SUCCESS  29
001000011   20   26   32   28   25   20   22   28  5.554197 0.697028 SUCCESS  30
001000101   25   27   27   26   28   26   18   23  3.173055 0.923032 SUCCESS  31
001000111   24   22   24   24   29   32   24   20  4.435451 0.815856 SUCCESS  32
001001011   25   20   30   34   21   16   22   25  9.806755 0.278852 SUCCESS  33
001001101   23   21   28   20   34   27   24   23  6.223458 0.622217 SUCCESS  34
001001111   20   31   23   22   29   23   30   22  5.545591 0.697984 SUCCESS  35
001010011   25   21   19   25   21   36   29   23  8.926322 0.348549 SUCCESS  36
001010101   26   20   29   26   27   27   25   18  4.257378 0.833187 SUCCESS  37
001010111   22   29   23   18   21   24   21   20  4.763131 0.782567 SUCCESS  38
001011011   23   26   24   29   34   26   20   18  7.663926 0.466968 SUCCESS  39
001011101   25   27   25   23   18   31   23   22  4.307689 0.828351 SUCCESS  40
001011111   22   26   14   35   21   27   17   27 13.076935 0.109230 SUCCESS  41
001100101   21   39   28   27   28   27   25   19 12.444744 0.132436 SUCCESS  42
001100111   25   24   26   25   20   26   24   26  1.189764 0.996742 SUCCESS  43
001101011   20   26   23   25   28   26   20   21  2.993659 0.934755 SUCCESS  44
001101101   27   26   20   15   20   17   21   24  8.592022 0.377872 SUCCESS  45
001101111   40   22   22   21   30   27   23   37 19.715931 0.011466 SUCCESS  46
001110101   13   23   27   21   28   28   21   30  9.281143 0.319137 SUCCESS  47
001110111   21   27   26   23   24   27   24   18  3.002265 0.934215 SUCCESS  48
001111011   27   26   23   19   27   22   22   22  2.730853 0.950097 SUCCESS  49
001111101   27   20   20   26   24   39   26   24 11.189631 0.191184 SUCCESS  50
001111111   21   34   26   24   26   16   20   22  8.670798 0.370823 SUCCESS  51
010000011   28   24   26   32   31   19   28   30  8.073030 0.426369 SUCCESS  52
010000111   21   22   29   24   29   20   15   34 11.001628 0.201607 SUCCESS  53
010001011   29   30   20   22   25   25   21   28  4.359323 0.823337 SUCCESS  54
010001111   26   29   26   32   31   30   28   20  8.107453 0.423045 SUCCESS  55
010010011   16   23   30   19   25   29   26   22  6.900002 0.547459 SUCCESS  56
010010111   30   22   30   30   22   21   23   29  5.944765 0.653419 SUCCESS  57
010011011   26   18   27   18   29   24   21   24  5.264250 0.728995 SUCCESS  58
010011111   25   26   17   29   27   24   23   27  4.003178 0.856837 SUCCESS  59
010100011   28   23   15   30   34   17   29   20 13.645576 0.091484 SUCCESS  60
010100111   26   18   26   24   20   36   25   24  8.502655 0.385969 SUCCESS  61
010101011   20   22   28   20   30   23   25   20  4.679721 0.791195 SUCCESS  62
010101111   19   21   30   18   24   27   29   21  6.467729 0.594989 SUCCESS  63
010110011   26   21   29   32   24   23   28   27  4.869048 0.771476 SUCCESS  64
010110111   25   28   25   26   27   13   19   14 12.295799 0.138486 SUCCESS  65
010111011   27   31   29   25   24   29   21   20  5.258292 0.729646 SUCCESS  66
010111111   19   19   19   25   28   25   29   24  5.188122 0.737293 SUCCESS  67
011000111   28   20   20   19   13   21   23   31 11.346520 0.182827 SUCCESS  68
011001111   31   21   21   27   13   28   19   24 10.407171 0.237602 SUCCESS  69
011010111   26   25   30   25   23   19   33   26  6.029498 0.643928 SUCCESS  70
011011111   32   27   15   29   30   23   23   27  9.156029 0.329305 SUCCESS  71
011101111   21   24   19   15   27   25   22   23  6.101654 0.635846 SUCCESS  72
011111111   24   26   21   21   28   18   26   28  4.036277 0.853836 SUCCESS  73
100000000   15   22   23   34   21   31   24   28 10.866585 0.209374 SUCCESS  74
100010000   21   25   29   26   27   26   31   27  4.038925 0.853595 SUCCESS  75
100100000   21   21   23   29   24   40   22   24 12.528154 0.129149 SUCCESS  76
100101000   31   30   17   25   25   14   26   20 11.034727 0.199739 SUCCESS  77
100110000   19   14   25   25   22   19   22   24  7.575221 0.476023 SUCCESS  78
100111000   18   24   22   21   34   23   30   22  8.035959 0.429965 SUCCESS  79
101000000   30   25   27   26   31   21   29   22  5.216587 0.734196 SUCCESS  80
101000100   25   27   11   21   28   23   22   30 10.602455 0.225258 SUCCESS  81
101001000   26   23   30   30   28   40   23   22 14.038792 0.080760 SUCCESS  82
101001100   26   27   20   27   29   20   34   26  7.232977 0.511718 SUCCESS  83
101010000   26   22   30   21   28   22   24   15  6.713323 0.567855 SUCCESS  84
101010100   27   16   26   23   24   19   29   28  6.154612 0.629918 SUCCESS  85
101011000   31   28   22   17   27   20   20   29  7.781759 0.455074 SUCCESS  86
101011100   18   23   30   20   27   23   18   21  6.559744 0.584789 SUCCESS  87
101100000   27   19   27   22   21   23   20   30  4.773061 0.781533 SUCCESS  88
101100100   16   24   31   21   35   29   24   20 11.815864 0.159611 SUCCESS  89
101101000   20   19   23   17   24   19   24   31  7.550728 0.478538 SUCCESS  90
101101100   23   24   22   26   22   25   21   25  1.205651 0.996586 SUCCESS  91
101110000   19   32   28   20   25   23   26   23  5.341701 0.720508 SUCCESS  92
101110100   33   21   27   18   24   27   29   19  8.070382 0.426625 SUCCESS  93
101111000   29   28   23   16   25   28   23   28  5.715058 0.679115 SUCCESS  94
101111100   22   26   22   28   22   23   17   22  4.034953 0.853956 SUCCESS  95
110000000   16   26   29   28   15   29   23   42 22.391653 0.004240 FAILURE  96
110000010   21   25   26   21   22   19   29   28  4.027671 0.854618 SUCCESS  97
110000100   27   22   25   22   18   16   31   22  7.602362 0.473243 SUCCESS  98
110001000   18   24   33   28   29   26   14   24 11.018840 0.200634 SUCCESS  99
110001010   27   22   13   23   23   31   27   23  8.416597 0.393869 SUCCESS 100
110010000   21   18   32   26   29   27   23   27  6.334009 0.609872 SUCCESS 101
110010010   23   22   16   33   20   22   24   23  7.602362 0.473243 SUCCESS 102
110010100   30   37   20   29   26   27   24   22 10.419748 0.236792 SUCCESS 103
110011000   18   20   30   24   17   25   19   25  7.474600 0.486396 SUCCESS 104
110011010   23   25   33   27   26   26   23   23  3.902557 0.865806 SUCCESS 105
110100000   29   19   23   29   29   21   30   25  5.842820 0.664833 SUCCESS 106
110100010   22   19   22   12   26   23   23   25  8.524500 0.383980 SUCCESS 107
110100100   26   23   26   25   29   32   20   21  4.969669 0.760813 SUCCESS 108
110101000   25   26   21   28   32   20   19   19  6.900002 0.547459 SUCCESS 109
110101010   21   18   25   17   27   15   29   30 10.813626 0.212485 SUCCESS 110
110101100   28   32   20   15   22   27   19   31 11.171095 0.192192 SUCCESS 111
110110000   21   23   26   27   15   23   26   28  5.450928 0.708471 SUCCESS 112
110110010   28   27   31   19   25   36   26   20 10.563398 0.227685 SUCCESS 113
110110100   20   29   21   26   26   20   19   29  5.374800 0.716868 SUCCESS 114
110111000   18   26   22   28   27   24   26   18  4.773061 0.781533 SUCCESS 115
110111010   30   22   27   19   29   27   32   17  9.045478 0.338474 SUCCESS 116
110111100   31   24   25   16   29   31   17   31 11.765553 0.161975 SUCCESS 117
111000000   16   27   26   21   20   27   23   32  7.510347 0.482699 SUCCESS 118
111000010   26   23   21   20   17   15   28   17 10.430340 0.236111 SUCCESS 119
111000100   15   24   29   32   24   24   18   22  9.085859 0.335105 SUCCESS 120
111000110   28   31   20   28   24   28   28   16  7.859210 0.447342 SUCCESS 121
111001000   27   24   27   22   24   30   25   26  2.284016 0.971043 SUCCESS 122
111001010   25   24   21   22   27   27   28   26  1.986788 0.981414 SUCCESS 123
111001100   21   29   29   25   18   24   19   20  6.094372 0.636662 SUCCESS 124
111010000   23   18   24   26   28   23   30   29  4.791596 0.779601 SUCCESS 125
111010010   32   18   27   36   22   37   22   19 18.621678 0.017019 SUCCESS 126
111010100   21   24   23   27   27   24   19   24  2.400525 0.966208 SUCCESS 127
111010110   27   26   26   23   22   19   25   28  2.630232 0.955381 SUCCESS 128
111011000   26   26   25   25   23   25   31   32  4.640665 0.795201 SUCCESS 129
111011010   20   33   24   20   25   18   27   30  8.146510 0.419291 SUCCESS 130
111011100   18   25   28   30   29   31   25   19  7.622222 0.471214 SUCCESS 131
111100000   17   34   23   22   20   25   29   30  9.612795 0.293261 SUCCESS 132
111100010   24   29   22   24   27   29   25   24  2.360144 0.967934 SUCCESS 133
111100100   21   22   26   26   22   23   22   30  2.850009 0.943415 SUCCESS 134
111100110   33   26   28   31   24   27   20   19  7.986972 0.434744 SUCCESS 135
111101000   22   20   15   18   30   25   21   30  9.703486 0.286457 SUCCESS 136
111101010   27   19   27   20   38   22   24   25 10.731541 0.217379 SUCCESS 137
111101100   26   27   23   19   22   26   29   26  3.071110 0.929816 SUCCESS 138
111101110   22   19   22   20   27   29   24   23  3.815176 0.873402 SUCCESS 139
111110000   21   36   22   28   16   16   30   23 14.373754 0.072529 SUCCESS 140
111110010   21   25   27   25   27   21   23   27  1.952365 0.982438 SUCCESS 141
111110100   21   24   15   21   34   26   24   30 10.078167 0.259582 SUCCESS 142
111110110   23   24   21   25   18   25   26   23  2.535569 0.960052 SUCCESS 143
111111000   22   30   15   26   16   21   25   26  9.025619 0.340139 SUCCESS 144
111111010   21   25   22   18   35   19   23   23  8.644980 0.373124 SUCCESS 145
111111100   20   32   17   31   20   22   22   21  9.229509 0.323307 SUCCESS 146
111111110   24   26   21   21   28   18   26   28  4.036277 0.853836 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   24   26   23   24   15   23   23   28  4.662510 0.792963 SUCCESS   0
000000011   28   23   27   28   28   20   22   26  3.190267 0.921856 SUCCESS   1
000000101   18   15   28   24   23   30   29   32 10.790457 0.213857 SUCCESS   2
000000111   25   29   21   28   15   25   18   23  7.526235 0.481060 SUCCESS   3
000001001   25   21   25   19   30   19   19   21  6.042738 0.642444 SUCCESS   4
000001011   21   18   22   27   26   23   29   27  4.129616 0.845244 SUCCESS   5
000001101   24   27   11   27   25   16   32   25 13.652858 0.091274 SUCCESS   6
000001111   23   27   19   30   19   26   22   21  5.010049 0.756502 SUCCESS   7
000010001   26   30   26   22   26   33   28   24  5.589944 0.693056 SUCCESS   8
000010011   22   21   26   19   27   14   28   27  7.780435 0.455207 SUCCESS   9
000010101   26   21   28   20   28   22   25   25  2.791093 0.946776 SUCCESS  10
000010111   24   18   22   28   25   21   26   29  4.044883 0.853051 SUCCESS  11
000011001   23   18   33   21   24   25   25   31  7.324993 0.502008 SUCCESS  12
000011011   22   28   21   20   17   22   37   24 11.399478 0.180075 SUCCESS  13
000011101   26   26   23   25   11   29   30   16 13.135851 0.107260 SUCCESS  14
000011111   27   33   25   29   17   33   19   27 11.308787 0.184809 SUCCESS  15
000100011   26   21   27   23   27   28   33   23  5.021303 0.755297 SUCCESS  16
000100101   26   26   16   26   28   21   24   28  4.909428 0.767211 SUCCESS  17
000100111   21   24   29   17   35   29   27   22  9.901418 0.272013 SUCCESS  18
000101001   19   17   24   15   30   25   22   19 10.125829 0.256305 SUCCESS  19
000101011   31   25   24   23   25   20   32   22  5.478069 0.705469 SUCCESS  20
000101101   18   23   12   24   24   28   20   24  9.719374 0.285277 SUCCESS  21
000101111   29   16   28   28   30   25   17   28  9.197733 0.325891 SUCCESS  22
000110011   19   20   32   25   17   32   28   29 10.731541 0.217379 SUCCESS  23
000110101   22   21   21   23   28   23   31   21  4.273266 0.831665 SUCCESS  24
000110111   31   30   19   27   25   31   33   23  9.776304 0.281079 SUCCESS  25
000111001   19   22   19   24   23   23   16   24  5.880553 0.660610 SUCCESS  26
000111011   24   35   23   21   19   24   20   21  7.890985 0.444191 SUCCESS  27
000111101   30   19   35   26   25   17   23   17 12.170685 0.143749 SUCCESS  28
000111111   19   32   37   26   17   19   22   22 14.560432 0.068278 SUCCESS  29
001000011   18   27   20   30   11   27   18   34 17.702850 0.023568 SUCCESS  30
001000101   29   26   26   27   23   23   22   26  1.919266 0.983388 SUCCESS  31
001000111   27   23   32   27   26   30   18   27  6.563716 0.584349 SUCCESS  32
001001011   19   21   24   27   33   14   21   26 10.331043 0.242555 SUCCESS  33
001001101   28   23   29   27   19   24   33   20  7.011876 0.535352 SUCCESS  34
001001111   28   31   27   17   27   19   30   20  8.672122 0.370706 SUCCESS  35
001010011   22   22   21   21   35   31   14   28 13.204697 0.104998 SUCCESS  36
001010101   19   24   20   25   31   29   27   20  5.926229 0.655495 SUCCESS  37
001010111   29   23   29   19   26   19   31   20  7.121103 0.523625 SUCCESS  38
001011011   16   17   11   18   26   24   26   16 17.859739 0.022303 SUCCESS  39
001011101   26   24   19   22   27   24   18   20  4.441409 0.815266 SUCCESS  40
001011111   30   15   32   29   30   24   21   31 12.088599 0.147294 SUCCESS  41
001100101   22   22   24   26   18   28   20   28  4.256054 0.833314 SUCCESS  42
001100111   29   39   35   22   16   28   20   31 21.139187 0.006787 FAILURE  43
001101011   30   23   28   21   28   17   28   22  6.112908 0.634586 SUCCESS  44
001101101   30   26   20   21   16   25   33   26  8.993844 0.342816 SUCCESS  45
001101111   31   27   17   29   26   29   25   21  6.859621 0.551852 SUCCESS  46
001110101   18   28   24   29   17   27   18   31  9.374482 0.311696 SUCCESS  47
001110111   18   28   25   24   30   22   21   21  4.857794 0.772662 SUCCESS  48
001111011   35   23   37   28   24   25   18   20 14.698124 0.065288 SUCCESS  49
001111101   24   35   25   18   22   27   30   27  8.664840 0.371353 SUCCESS  50
001111111   22   32   32   23   24   21   36   20 12.240855 0.140777 SUCCESS  51
010000011   25   23   17   26   29   22   35   20  9.248044 0.321805 SUCCESS  52
010000111   21   25   24   23   12   28   19   19 10.125829 0.256305 SUCCESS  53
010001011   28   30   29   21   24   22   19   22  4.994162 0.758200 SUCCESS  54
010001111   31   24   31   30   18   21   27   24  7.546094 0.479015 SUCCESS  55
010010011   24   35   26   28   27   19   29   20  8.664840 0.371353 SUCCESS  56
010010111   18   17   24   19   32   20   22   30 10.135759 0.255626 SUCCESS  57
010011011   22   20   18   26   25   28   26   22  3.823781 0.872662 SUCCESS  58
010011111   25   28   30   20   24   21   39   18 13.977228 0.082361 SUCCESS  59
010100011   20   28   24   31   19   20   23   23  5.442322 0.709422 SUCCESS  60
010100111   22   17   28   22   27   31   18   40 17.536031 0.024987 SUCCESS  61
010101011   23   25   20   28   36   37   26   25 14.021580 0.081205 SUCCESS  62
010101111   28   27   25   20   29   28   18   24  4.859118 0.772522 SUCCESS  63
010110011   31   27   30   37   31   16   21   31 17.360606 0.026566 SUCCESS  64
010110111   15   27   19   18   21   30   25   18 10.566708 0.227479 SUCCESS  65
010111011   26   23   17   21   22   27   30   13 10.364142 0.240392 SUCCESS  66
010111111   26   23   35   25   26   23   25   31  7.021806 0.534282 SUCCESS  67
011000111   24   38   27   19   23   22   23   29 10.672624 0.220947 SUCCESS  68
011001111   33   32   28   27   24   25   30   32 10.218506 0.250023 SUCCESS  69
011010111   20   24   26   20   28   29   31   19  6.282374 0.615634 SUCCESS  70
011011111   29   22   11   25   20   24   20   19 11.642425 0.167885 SUCCESS  71
011101111   21   24   27   24   28   23   23   19  2.739459 0.949629 SUCCESS  72
011111111   33   24   29   15   25   24   31   20 10.468735 0.233655 SUCCESS  73
100000000   24   26   23   24   15   23   23   28  4.662510 0.792963 SUCCESS  74
100010000   32   25   18   19   26   27   21   31  8.163721 0.417643 SUCCESS  75
100100000   32   16   25   24   25   28   24   24  6.036780 0.643112 SUCCESS  76
